State,state_abbr,District,year,std12_letters_and_up,std12_numbers_and_up,std35_std1_and_up,std35_subtraction_and_up,private_6_14,out_of_school_6_14,in_school_3_4
Punjab,PB,Mansa,2010,89.1,89.6,59.2,71,39.9,3,70.7
Punjab,PB,Moga,2010,91.8,91.7,72.3,75.9,49.2,2.4,NA
Punjab,PB,Muktsar,2010,92.8,92.6,72.4,73.9,48.2,2.6,76.3
Punjab,PB,Nawashehar,2010,88,92.1,89.8,87.1,20.6,1.1,95.4
Punjab,PB,Patiala,2010,83.9,83.8,70,72.1,43.8,0.7,77.8
Punjab,PB,Rupnagar,2010,85.6,84.7,71.1,78.6,42.6,0.8,90.8
Punjab,PB,Sangrur,2010,87.7,88.2,67.9,76.4,41.4,1.5,77.6
Punjab,PB,SSANagar,2010,94.1,94.1,74.6,76.6,38.5,1.2,90.6
Rajasthan,RJ,Ajmer,2010,72.3,72.6,53.8,43.8,30.8,9.8,63.4
Rajasthan,RJ,Alwar,2010,76.2,77.7,60,55.5,37.3,2.4,72.1
Rajasthan,RJ,Banswara,2010,65.3,70.5,52.3,48,13,8.8,82.4
Rajasthan,RJ,Baran,2010,74.4,72.4,54.2,48,24.2,9.3,67.7
Rajasthan,RJ,Bhilwara,2010,60.4,59.2,40.3,33,20.2,6.3,59.1
Rajasthan,RJ,Bikaner,2010,73.7,83.2,69.9,65.1,23.6,5,66.7
Rajasthan,RJ,Bundi,2010,69.7,71.3,59.8,55.9,35.4,5.1,58.6
Rajasthan,RJ,Chittaurgarh,2010,68.9,67.4,63.7,45.7,15.8,4.6,86.4
Rajasthan,RJ,Churu,2010,76.8,72.5,69,63.6,46.5,3.4,64.9
Rajasthan,RJ,Dausa,2010,89.5,88.5,67.4,60.2,50.2,1.3,54.3
Rajasthan,RJ,Dhaulpur,2010,52.2,53.5,39.5,32.7,35.8,8.2,58.6
Rajasthan,RJ,Dungarpur,2010,73.9,75.6,62,47.3,19.9,5,62
Rajasthan,RJ,Ganganagar,2010,74.4,76.1,57.6,61.9,40.9,3.6,79.8
Rajasthan,RJ,Hanumangarh,2010,83.3,82.8,75.6,68.6,47.1,4.2,57.4
Rajasthan,RJ,Jaipur,2010,61,67.3,62.4,46.8,53.5,1.9,56.1
Rajasthan,RJ,Jaisalmer,2010,74.5,78.1,61,55.3,9.9,6.2,54.7
Rajasthan,RJ,Jalor,2010,63.8,64.2,52.4,49.3,19.7,7.4,81.4
Rajasthan,RJ,Jhalawar,2010,75.9,80.5,59.9,49.7,30.4,5.1,40.5
Rajasthan,RJ,Jhunjhunun,2010,81.5,79.4,64.3,63.1,47.5,1.5,65.1
Rajasthan,RJ,Jodhpur,2010,69.8,69.4,47.2,42,32.4,9.3,28.9
Rajasthan,RJ,Karauli,2010,73.5,74.4,57.2,51.7,38,8.2,34.3
Rajasthan,RJ,Kota,2010,86.3,84.7,62.6,59,45.6,3,54.6
Rajasthan,RJ,Nagaur,2010,78.1,77.6,57.7,44.2,54.5,5.9,61
Rajasthan,RJ,Pali,2010,51.3,54.4,47.9,33,34.1,6.6,73
Rajasthan,RJ,Rajsamand,2010,80.1,80.6,52.3,47.2,17.4,6.5,59.4
Rajasthan,RJ,Sawai Madhopur,2010,65.6,62.4,47.1,43.4,31.8,5.5,71.8
Rajasthan,RJ,Sikar,2010,80.9,79.7,65.5,49.7,52.1,1.3,59.7
Rajasthan,RJ,Sirohi,2010,50.4,55.7,46.1,34.5,17.8,17,47.1
Rajasthan,RJ,Tonk,2010,75.8,72.9,58.9,46.4,28.9,7,85.2
Rajasthan,RJ,Udaipur,2010,63,69.1,50.7,38.7,17.5,7.6,63.9
Tamilnadu,TN,Ariyalur,2010,64,66.4,49.3,41.7,32.4,0.7,100
Tamilnadu,TN,Coimbatore,2010,68.7,73.6,66.8,61.3,21,0.9,91.9
Tamilnadu,TN,Cuddalore,2010,58.6,69.7,49.7,38.1,13.7,0.9,92.8
Tamilnadu,TN,Erode,2010,47.1,54.4,43.8,33.1,19,0.3,88.3
Tamilnadu,TN,Kancheepuram,2010,72,81.9,54,43.9,20.5,0.6,98.9
Tamilnadu,TN,Kanyakumari,2010,85,87.3,68.4,56.5,34.4,0,97.3
Tamilnadu,TN,Karur,2010,34,43.1,42.9,29.7,13.9,1.1,92.2
Tamilnadu,TN,Madurai,2010,59.2,56.6,44.3,39.1,27.1,1.6,92.6
Tamilnadu,TN,Nagapattinam,2010,58,62.2,32.7,29,14.6,1.1,87
Tamilnadu,TN,Namakkal,2010,39.4,41.2,35.6,35,9.7,1.7,76
Tamilnadu,TN,Perambalur,2010,59,58.6,55.4,41.3,34.7,0.5,98.5
Tamilnadu,TN,Pudukkottai,2010,62.1,67.7,52.4,37.3,17.1,0.9,97.9
Tamilnadu,TN,Salem,2010,45.9,45.9,39,35.2,23.4,0.6,80.8
Tamilnadu,TN,Sivagangai,2010,66,70.9,57.3,42.7,15,0.7,92.1
Tamilnadu,TN,Theni,2010,67.9,69.4,66.8,60.2,29.3,0.6,97.1
Tamilnadu,TN,The Nilgiris,2010,81.7,83.8,81.9,80.8,29.2,0.3,89.3
Tamilnadu,TN,Tiruvallur,2010,67.8,92.2,37.9,36.1,27.9,1.8,91.6
Tamilnadu,TN,Tiruvarur,2010,59.9,71.1,44.5,38.3,28.4,0.9,88
Tamilnadu,TN,Thoothukudi,2010,82.5,86.1,69.5,47.9,46.9,0.2,91.9
Tamilnadu,TN,Tiruchirappalli,2010,65.5,67.4,54.9,45.4,26.1,0.2,94.4
Tamilnadu,TN,Tirunelveli,2010,75.7,83.8,69.1,52.3,54.9,1,88.2
Tamilnadu,TN,Tiruvannamalai,2010,48.3,67.8,45.9,27,15.5,1.6,89.1
Tamilnadu,TN,Vellore,2010,65.6,69.8,50,45.5,32.4,1,88.5
Tamilnadu,TN,Viluppuram,2010,58,64.4,35.6,25.8,19.2,2.5,100
Tamilnadu,TN,Virudhunagar,2010,82.7,82.7,65.5,54.4,22.9,1.1,100
UP,UP,Agra,2010,67.1,67.6,54.1,44,56.6,3.1,55
UP,UP,Aligarh,2010,53.9,54.4,40.6,34.7,40.6,8.6,45
UP,UP,Allahabad,2010,58.7,59.7,51.2,38.6,47.3,4.4,46.3
UP,UP,Ambedkar Nagar,2010,73.7,80.5,56.2,48.3,41.3,3.5,20.6
UP,UP,Auraiya,2010,80.1,74.5,62.5,56.7,48.8,2.3,67.4
UP,UP,Azamgarh,2010,67.7,69.4,39.4,26.2,56.9,1.7,59
UP,UP,Baghpat,2010,74.7,65.5,73.6,62.7,50.4,1.6,68.5
UP,UP,Bahraich,2010,43.3,42.2,47.9,30,21.3,18.6,12.2
UP,UP,Ballia,2010,66,64.7,60.6,57.4,44.6,2.2,30.8
UP,UP,Balrampur,2010,71.1,74.5,63.5,44.3,14.1,6.6,12.4
UP,UP,Banda,2010,57.6,57.6,43.2,26.8,22.9,3.1,43.9
UP,UP,Barabanki,2010,63.8,68.9,41.1,30.9,29.3,11.1,58.2
UP,UP,Bareilly,2010,68.1,67.3,45.3,29.9,42.5,7.2,79
UP,UP,Basti,2010,53.4,53.6,47.1,31.7,45.1,4.3,24.1
UP,UP,Bijnor,2010,75.2,75.9,55.6,37.7,39,5.2,67.1
UP,UP,Budaun,2010,60.7,58.6,32.9,26,29.4,19.6,18.3
UP,UP,Bulandshahar,2010,77.4,75.5,69.7,59.8,47.3,2.4,39.7
UP,UP,Chandauli,2010,86.1,81.8,83.9,63.9,35,3.2,32.7
UP,UP,Chitrakoot,2010,60.3,56.9,45.1,36.1,21.7,6.3,40.7
UP,UP,Deoria,2010,78.5,78.1,69,62.1,42.8,1.4,65
UP,UP,Etah,2010,65.6,63.2,53.6,43.8,31.4,4.8,53.5
UP,UP,Etawah,2010,66.2,67.8,36.1,32.3,45.9,1.5,43.8
UP,UP,Faizabad,2010,74.9,75.7,64,46.2,42.8,2.7,45.9
UP,UP,Farukkhabad,2010,56.5,56.5,39.2,31.2,43.8,6,29.1
UP,UP,Fatehpur,2010,57.2,52.8,41.8,30.8,31.6,3.2,69.3
UP,UP,Firozabad,2010,69.9,69.9,46.9,36.5,45.3,5.8,66.9
UP,UP,Gautam Buddha Nagar,2010,81.4,81.2,68.5,58.9,72.5,2.1,36.8
UP,UP,Ghaziabad,2010,88.2,86.7,74.1,67.2,52.7,3.1,36.2
UP,UP,Ghazipur,2010,87.8,83.4,72.9,56.8,36.2,1.1,48
UP,UP,Gonda,2010,45.4,51.9,40.6,24.7,31.4,7.4,39.9
UP,UP,Gorakhpur,2010,75.4,77.5,63.7,45.6,54.7,2.5,38.6
UP,UP,Hamirpur,2010,75.8,76.2,49.8,46.8,25.4,6.6,62.3
UP,UP,Hardoi,2010,54.7,57.3,25.3,17.6,27.2,6.7,33.1
UP,UP,Hathras,2010,66.2,60.2,39.8,31.4,37.9,5,38
UP,UP,Jalaun,2010,75.6,75,48.2,41.6,28.2,2.6,59.6
UP,UP,Jaunpur,2010,80.1,74.1,62.7,44.7,50.5,2,41.6
UP,UP,Jhansi,2010,75.7,73.3,63.3,59.3,17.5,3,79
UP,UP,Jyotiba Phule Nagar,2010,72.1,72,69.3,54.3,42.8,2.7,78.8
UP,UP,Kannauj,2010,73,69.7,55.9,24.7,33,5.8,38
UP,UP,Kaushambi,2010,72.8,71.7,53.2,41.5,38.6,7.9,54.6
UP,UP,Kushinagar,2010,64.1,61.4,59.9,40.6,48.5,1.2,37.4
UP,UP,Lalitpur,2010,69,67.6,47.9,28.9,9.6,2,80.2
UP,UP,Lucknow,2010,55.3,61.8,49.6,27.9,45.6,5.5,39
UP,UP,Mahoba,2010,58.6,56.9,31.4,28.2,25.7,7.1,31.7
UP,UP,Mahrajganj,2010,78.6,76.2,76.9,64.1,57.8,2,42.2
UP,UP,Mainpuri,2010,78.8,77.8,50,40.5,44.4,2.3,72.7
UP,UP,Mathura,2010,59.3,60.5,53.7,47.5,56,4.4,48
UP,UP,Mau,2010,96.1,93.1,92.1,89.8,48.9,0.5,35.6
UP,UP,Meerut,2010,78.8,78.4,74,58.5,51.2,4.9,52.7
UP,UP,Mirzapur,2010,68.8,66,53.5,30.7,31.7,2.7,52.4
UP,UP,Moradabad,2010,61.1,62.7,40.3,30.1,52.4,8.4,44.6
UP,UP,Muzaffarnagar,2010,73.2,72.2,69.8,63.7,33.1,8.1,51.4
UP,UP,Pilibhit,2010,62.6,68.7,33.4,20.4,31.4,6.1,34.1
UP,UP,Pratapgarh,2010,65.6,60.5,44.1,28.9,47.2,2.9,41.8
UP,UP,Rae Bareli,2010,59.7,58.9,39.8,26.2,47.3,4.6,45.8
UP,UP,Rampur,2010,56.7,59.8,40.9,32.3,37.3,14.7,97.5
UP,UP,Saharanpur,2010,83.6,85.1,57.9,43.1,40.2,6.2,53.1
UP,UP,Sant Kabir Nagar,2010,85.8,82.7,70.5,55.6,49.7,2.8,39.7
UP,UP,Sant Ravidas Nagar Bh,2010,79.5,74.7,47.5,37.7,39.1,1.9,22.7
UP,UP,Shahjahanpur,2010,66,57.7,40.8,25.7,30.6,8.1,72.5
UP,UP,Shrawasti,2010,63.8,60.7,41.1,26.5,9.3,7.8,13.1
UP,UP,Siddharthnagar,2010,61.3,56.9,42.3,31.3,27.5,7.8,16.7
UP,UP,Sonbhadra,2010,58.8,58,48.7,31.8,13.5,6.5,25.8
UP,UP,Sultanpur,2010,44.4,46,40.7,23.8,44,5.2,25.9
UP,UP,Unnao,2010,76,73.6,54.9,48.9,35.3,5.9,65
UP,UP,Varanasi,2010,73.6,73.3,60.2,42.8,41.5,2,69.5
Uttarakhand,UK,Bageshwar,2010,81.8,77.7,77.4,71.7,10.6,0.1,76.8
Uttarakhand,UK,Chamoli,2010,89.2,84.4,85.1,76.4,15.5,0,94.5
Uttarakhand,UK,Dehradun,2010,85.9,85.4,72,61.3,45.9,2.3,80.2
Uttarakhand,UK,Nainital,2010,78.7,75.4,83.5,75.2,24,3.2,77.3
Uttarakhand,UK,Pithoragarh,2010,76.7,76,69.6,69,27.7,0.2,100
Uttarakhand,UK,Rudraprayag,2010,78.4,75.3,79.5,73.7,11.9,0.2,96.8
Uttarakhand,UK,Tehri Garhwal,2010,80,70.8,69.9,58.8,16.9,0.1,69.2
WB,WB,Bankura,2010,89.1,88.8,73,59.9,2.2,5.8,99
WB,WB,Bardhaman,2010,89,87.3,69.6,67.1,3.4,3.8,100
WB,WB,Birbhum,2010,80.7,86.1,48.5,41.7,3.5,6.5,96.9
WB,WB,Darjiling,2010,99.2,100,66.7,67.6,31.3,0.9,63.8
WB,WB,Howrah,2010,92.5,95.2,71.6,62,4.4,4.4,98.5
WB,WB,Maldah,2010,77.5,74.8,55,46.9,14,6.9,90.5
WB,WB,Medinipur,2010,97.6,96.9,86.3,81,4.1,1.8,96.9
WB,WB,Murshidabad,2010,86.1,81.7,63,56.6,4.3,6.3,73.3
WB,WB,Nadia,2010,89.7,88.3,70.5,40.8,1.3,4.5,89.3
WB,WB,North 24 Parganas,2010,94.2,94.2,56.3,51.5,6.2,3.2,97.7
WB,WB,Puruliya,2010,71.2,75.1,59.6,62.9,3.4,6.8,95.8
WB,WB,South 24 Parganas,2010,88.4,87.5,80.7,61.8,6.5,3.8,93.5
WB,WB,Uttar Dinajpur,2010,66.4,71,48.8,43.7,7.7,11.4,37.3
HP,HP,Bilaspur,2011,97,98,84.5,76.7,25.3,0.3,NA
HP,HP,Chamba,2011,88.8,90.3,77.7,71.7,10.6,3.5,NA
HP,HP,Hamirpur,2011,95.4,96.7,88.2,88.2,37.1,0.9,NA
HP,HP,Kangra,2011,91.8,97.5,82.8,80.8,30.6,0,NA
HP,HP,Kinnaur,2011,95.4,97.1,86.3,71.6,21.3,0.4,NA
HP,HP,Kullu,2011,91.3,94.7,79.6,65.3,23.8,0.5,NA
HP,HP,Lahul & Spiti,2011,97.9,95.9,90,81.7,23.3,1.3,NA
HP,HP,Mandi,2011,93.8,96.1,78.6,66.7,27.2,0.2,NA
HP,HP,Shimla,2011,96.3,98.1,86.6,86.1,21.2,0.2,NA
HP,HP,Sirmaur,2011,83.1,89.8,78.5,65.5,17.2,0.4,NA
HP,HP,Solan,2011,92.7,94.3,90.1,80.1,38.7,0.4,NA
HP,HP,Una,2011,94.8,96.1,77.1,70.2,34,0.2,NA
Punjab,PB,Faridkot,2011,89.7,91.9,78.4,72.2,46,1.7,NA
Punjab,PB,Fatehgarh Sahib,2011,86,92,72.9,58.2,44,0.6,NA
Punjab,PB,Firozpur,2011,85.4,89.6,63.5,56.5,28.3,5,NA
Punjab,PB,Gurdaspur,2011,89.6,95.5,78.5,83.9,39.3,2.1,NA
Punjab,PB,Hoshiarpur,2011,80.6,83.9,77.9,84.1,31.9,0.2,NA
Punjab,PB,Mansa,2011,90.5,87.8,77.9,81,29.1,1.7,NA
Punjab,PB,Moga,2011,98,98,77,74,55,0.5,NA
Punjab,PB,Muktsar,2011,90.3,91.7,80.2,77,39.2,2.1,NA
Punjab,PB,Nawashehar,2011,88.3,90.1,86.2,85.9,23.9,0.2,NA
Punjab,PB,Sangrur,2011,87,90.5,74.1,73.2,46.9,1.2,NA
Punjab,PB,SSANagar,2011,85.9,93,75.3,78.5,28.5,1,NA
Punjab,PB,Patiala,2011,84.4,85.7,73,70.4,39.1,0.3,NA
Punjab,PB,Rupnagar,2011,83.1,86.4,75.9,78.7,35.6,1.3,NA
Punjab,PB,Amritsar,2011,80.6,82.5,64.1,55.7,52.2,1.6,NA
Uttarakhand,UK,Chamoli,2011,87.6,81,79.9,62.7,9,0,NA
Uttarakhand,UK,Rudraprayag,2011,78,78.9,68.8,59.2,26.3,0,NA
Uttarakhand,UK,Tehri Garhwal,2011,75.9,78,64.9,52.8,17.5,0.4,NA
Uttarakhand,UK,Dehradun,2011,93,91.5,74.9,63.9,49.7,1.2,NA
Uttarakhand,UK,Pithoragarh,2011,90.6,87.4,82,58.6,29.7,0.2,NA
Uttarakhand,UK,Bageshwar,2011,86.2,81,73.6,62.3,15.2,0.1,NA
Uttarakhand,UK,Nainital,2011,80.6,75.5,68.8,57.1,27.7,1.3,NA
Haryana,HR,Ambala,2011,74.8,80,72.7,60.5,48.1,0.8,NA
Haryana,HR,Fatehabad,2011,81,77.1,71.4,62.1,35.2,0.6,NA
Haryana,HR,Hisar,2011,80.9,84.5,69.9,70,53.3,0.5,NA
Haryana,HR,Jind,2011,91,91,67.2,69.3,37.4,1.3,NA
Haryana,HR,Kaithal,2011,81.5,84.5,61.6,57.8,32.6,0.7,NA
Haryana,HR,Karnal,2011,80.5,81.9,66.5,67.7,58.7,1.1,NA
Haryana,HR,Kurukshetra,2011,77,82.4,65.2,53.4,40,0.5,NA
Haryana,HR,Mahendragarh,2011,81,80.5,71.2,74,37.5,0.1,NA
Haryana,HR,Panchkula,2011,81.3,86.6,71.6,44.1,35.1,0.3,NA
Haryana,HR,Rewari,2011,90,89.9,76.5,76.5,58.1,0.4,NA
Haryana,HR,Sonipat,2011,91.1,91.8,76.3,68.2,55.5,0.5,NA
Haryana,HR,Yamunanagar,2011,75.2,84,49.1,42,33.7,2.6,NA
Haryana,HR,Mewat,2011,78.2,80.7,73.7,68.9,16.7,6.2,NA
Rajasthan,RJ,Ajmer,2011,57.4,57.3,51.9,32.3,27,8.9,NA
Rajasthan,RJ,Alwar,2011,66.1,66,53.4,42.2,35.8,1.4,NA
Rajasthan,RJ,Banswara,2011,69.9,70.4,46.1,27.8,18.4,8.8,NA
Rajasthan,RJ,Baran,2011,58.2,68.7,41.2,28.7,30.8,5.2,NA
Rajasthan,RJ,Bhilwara,2011,47.8,53.7,42.7,24.2,18.2,8.5,NA
Rajasthan,RJ,Bikaner,2011,74.4,77.1,53.6,39.5,31.7,4.1,NA
Rajasthan,RJ,Bundi,2011,65.5,64.3,41.7,38.5,33.6,1.1,NA
Rajasthan,RJ,Chittaurgarh,2011,70.9,73,49,28.4,22.8,2.8,NA
Rajasthan,RJ,Churu,2011,69.5,69.2,68.3,64.2,48.3,1.6,NA
Rajasthan,RJ,Dausa,2011,82.6,81.8,62.9,54.8,46.6,2.2,NA
Rajasthan,RJ,Dhaulpur,2011,57.6,64.6,50.8,42.6,46.7,4.4,NA
Rajasthan,RJ,Dungarpur,2011,64.1,61.9,46.9,29,23.6,3.7,NA
Rajasthan,RJ,Ganganagar,2011,82.1,81.3,66.3,64.1,40.6,2,NA
Rajasthan,RJ,Hanumangarh,2011,63.7,65.9,64.8,55.2,57.9,2.1,NA
Rajasthan,RJ,Jaipur,2011,72.7,78,58.9,45.5,58.4,1.3,NA
Rajasthan,RJ,Jaisalmer,2011,49.5,49.6,39.5,26.2,16.7,14.2,NA
Rajasthan,RJ,Jalor,2011,68.2,64,57.1,41.3,28.7,2.4,NA
Rajasthan,RJ,Jhalawar,2011,70.1,69.1,49.8,31.9,27.3,4,NA
Rajasthan,RJ,Jhunjhunun,2011,68.6,67.2,69.7,55.8,54.8,0.4,NA
Rajasthan,RJ,Jodhpur,2011,50.7,46.6,35.2,20.9,32.4,3.4,NA
Rajasthan,RJ,Karauli,2011,78.7,79,60.2,56.9,41.3,3.6,NA
Rajasthan,RJ,Kota,2011,85.9,83.8,64.5,50.2,49.8,1,NA
Rajasthan,RJ,Nagaur,2011,71.7,73,48.7,44.9,46,5,NA
Rajasthan,RJ,Pali,2011,61.5,62.9,42.2,35.4,29.2,6,NA
Rajasthan,RJ,Rajsamand,2011,74.6,73.6,57.4,48.8,13.9,2.4,NA
Rajasthan,RJ,Sawai Madhopur,2011,69.8,70.9,55.3,43.2,38.4,2.6,NA
Rajasthan,RJ,Sikar,2011,82.1,82,62.4,54.2,56.5,0.8,NA
Rajasthan,RJ,Sirohi,2011,49,52.8,49,38.1,19.5,14.3,NA
Rajasthan,RJ,Tonk,2011,65.1,65.8,55.4,37.2,38.7,3.6,NA
Rajasthan,RJ,Udaipur,2011,63.2,63.6,49.1,30.3,19.2,7.8,NA
UP,UP,Saharanpur,2011,69.2,72.2,51.2,36.9,58.7,5.7,NA
UP,UP,Muzaffarnagar,2011,69.9,69.5,66.3,42.2,48.4,10.9,NA
UP,UP,Bijnor,2011,66.4,68.8,45.2,30.4,56.7,6.4,NA
UP,UP,Moradabad,2011,58.8,64,37.4,26.1,60.2,9.2,NA
UP,UP,Rampur,2011,54.9,62.2,36.6,24.8,44.7,14.8,NA
UP,UP,Jyotiba Phule Nagar,2011,76.6,78.3,71.1,45.6,56.9,6.7,NA
UP,UP,Meerut,2011,64.1,70.1,74.9,61.9,53.7,3.9,NA
UP,UP,Baghpat,2011,93.4,95.6,80.4,72.5,59.3,3,NA
UP,UP,Ghaziabad,2011,77.1,85,74.9,44.9,62,3,NA
UP,UP,Gautam Buddha Nagar,2011,64.8,73.5,66,43.1,76.6,3.9,NA
UP,UP,Bulandshahar,2011,66.8,69.3,52.6,33.7,50.7,3.9,NA
UP,UP,Aligarh,2011,57.1,58.7,49.6,35,50.9,6.6,NA
UP,UP,Hathras,2011,60.6,65.6,46.2,38.9,49.8,6,NA
UP,UP,Mathura,2011,75.8,74.2,59.1,48.6,65.7,4.4,NA
UP,UP,Agra,2011,60.2,64.9,46.8,38.1,62,5.7,NA
UP,UP,Firozabad,2011,60,63,44.6,39.5,52.1,6,NA
UP,UP,Etah,2011,50.1,51.9,36.5,28.5,37.1,6.2,NA
UP,UP,Mainpuri,2011,63.6,66.7,34.3,27.7,45.6,4.3,NA
UP,UP,Budaun,2011,65.5,66.2,41.7,31.9,38.4,14,NA
UP,UP,Bareilly,2011,46.8,58.7,33.3,23.8,45.5,15.7,NA
UP,UP,Pilibhit,2011,56,52.5,31,22,41.9,12.8,NA
UP,UP,Shahjahanpur,2011,54.5,55.8,34.2,19.8,32.6,9,NA
UP,UP,Hardoi,2011,35.9,45.8,24.4,18.1,32,7.2,NA
UP,UP,Unnao,2011,68.2,68.6,51.9,39,44.2,6.2,NA
UP,UP,Lucknow,2011,68.5,73.2,57.3,41.8,46.5,5.5,NA
UP,UP,Rae Bareli,2011,65.4,64.5,47.6,32.2,46,5.4,NA
UP,UP,Farukkhabad,2011,68.3,72.2,36.7,25.3,46.1,8.2,NA
UP,UP,Kannauj,2011,62.9,60.8,38.3,29.3,40.6,4.6,NA
UP,UP,Etawah,2011,70,72.9,40.7,33.6,41.6,4.7,NA
UP,UP,Auraiya,2011,82.3,82.6,70.3,68.9,35,1.1,NA
UP,UP,Jalaun,2011,68,67.6,48.3,45.9,31.6,4.2,NA
UP,UP,Jhansi,2011,73.3,67.5,53.4,44.3,27.7,4.8,NA
UP,UP,Lalitpur,2011,63.9,57.1,40.9,31.3,14.9,3.3,NA
UP,UP,Hamirpur,2011,66.8,69.8,53.4,42.8,38.7,3.8,NA
UP,UP,Mahoba,2011,61.9,65.5,38,29.9,29.2,7.1,NA
UP,UP,Banda,2011,64.2,61.1,33.3,24.5,17,7.7,NA
UP,UP,Chitrakoot,2011,63.3,63.5,39.8,29.2,12.3,5.7,NA
UP,UP,Fatehpur,2011,65.4,61.7,43.6,28.1,32.8,7.4,NA
UP,UP,Pratapgarh,2011,66.3,66.9,46.6,30.1,57.6,3.1,NA
UP,UP,Kaushambi,2011,63.5,64.5,38.4,29.2,40.5,8.1,NA
UP,UP,Allahabad,2011,69.7,71.7,45.8,41.1,51.6,4.4,NA
UP,UP,Barabanki,2011,52.2,54.9,31.3,16.9,31.6,10.3,NA
UP,UP,Faizabad,2011,61.9,66.8,49.8,33.9,52.3,3,NA
UP,UP,Ambedkar Nagar,2011,74.4,75.1,53.7,37.8,52.2,3,NA
UP,UP,Sultanpur,2011,60.7,63.8,46,32.8,50.6,1.5,NA
UP,UP,Bahraich,2011,29.9,42.1,27.5,13.8,17.4,23,NA
UP,UP,Shrawasti,2011,63.6,71.3,37.9,30.2,23.2,9.8,NA
UP,UP,Balrampur,2011,43.8,57.1,47.4,26.3,20.7,21.9,NA
UP,UP,Gonda,2011,50.4,60.1,40.7,29.3,36.9,7.4,NA
UP,UP,Siddharthnagar,2011,56.9,59.2,42.5,25.2,40.7,9.9,NA
UP,UP,Basti,2011,55.8,62.6,39.6,20.8,40.8,3.4,NA
UP,UP,Sant Kabir Nagar,2011,62.4,67,53.8,36.9,60.7,7.2,NA
UP,UP,Mahrajganj,2011,82.8,80.7,69.8,50.7,58.5,2.6,NA
UP,UP,Gorakhpur,2011,64,65.6,47.8,28.9,46.8,2.9,NA
UP,UP,Kushinagar,2011,64.3,66.1,59.7,35.4,51.2,3.8,NA
UP,UP,Deoria,2011,77.9,77.1,61.2,34.2,57.3,1.2,NA
UP,UP,Azamgarh,2011,68.7,73.9,59.2,45.6,55.4,2.3,NA
UP,UP,Mau,2011,75.4,73.3,68.3,57.4,53.6,2.8,NA
UP,UP,Ballia,2011,74.9,66.9,54.2,49.3,49.7,0.7,NA
UP,UP,Jaunpur,2011,69.7,74.1,55.1,42.1,56.9,2.2,NA
UP,UP,Ghazipur,2011,67,66,57.2,43.9,58.3,3.6,NA
UP,UP,Chandauli,2011,64.7,67.6,50,35.3,43.6,2,NA
UP,UP,Varanasi,2011,78.3,77.2,59.9,39.9,54.5,2.3,NA
UP,UP,Sant Ravidas Nagar Bh,2011,73.1,73.1,55.3,39.7,41.7,1.3,NA
UP,UP,Mirzapur,2011,78.7,79.7,60.1,39,39,2.5,NA
UP,UP,Sonbhadra,2011,73.6,71.2,49.1,35.1,17.8,2,NA
Bihar,BR,Pashchimi Champaran,2011,64.5,64.9,58.5,53.8,7.8,0.8,NA
Bihar,BR,Purbi Champaran,2011,47.2,46.1,39,33.8,1.8,2,NA
Bihar,BR,Sheohar,2011,50.8,47.3,41.2,37.3,3.2,7.2,NA
Bihar,BR,Sitamarhi,2011,60,58.6,57.3,62,1.8,1,NA
Bihar,BR,Madhubani,2011,49.5,53.3,45.6,42,6.4,2.5,NA
Bihar,BR,Araria,2011,62.1,67.7,45,42.6,0.9,1.3,NA
Bihar,BR,Kishanganj,2011,60,63.9,47.7,43,2.2,4.2,NA
Bihar,BR,Purnia,2011,58,60.4,41.1,33.7,1.5,6.7,NA
Bihar,BR,Katihar,2011,69.2,73.3,44.3,50.9,1.6,5,NA
Bihar,BR,Saharsa,2011,44.3,43.1,48.2,47.7,0.8,2.4,NA
Bihar,BR,Darbhanga,2011,53.8,55.6,47,40.7,3.8,3.4,NA
Bihar,BR,Muzaffarpur,2011,68.9,62.8,53.8,35.9,4.9,3.3,NA
Bihar,BR,Gopalganj,2011,71.5,71.7,71.9,67.4,4.2,0.8,NA
Bihar,BR,Siwan,2011,72.7,73.1,55.4,54.2,15.3,0.5,NA
Bihar,BR,Saran,2011,50.6,52.4,54.9,46.8,10,5.2,NA
Bihar,BR,Vaishali,2011,60.4,59,50.1,46.5,7.8,1,NA
Bihar,BR,Samastipur,2011,64.1,65.7,48.7,37.2,5.6,2.1,NA
Bihar,BR,Begusarai,2011,73.9,82.8,63.1,72.2,5.1,1.2,NA
Bihar,BR,Khagaria,2011,53.1,61.9,48.3,47.6,4,3.5,NA
Bihar,BR,Bhagalpur,2011,55.6,58.1,54.4,49.3,2.6,6.3,NA
Bihar,BR,Banka,2011,55.1,55.4,50.7,45.8,3.4,5.5,NA
Bihar,BR,Munger,2011,64.1,71.1,49.8,50.4,7.9,3.9,NA
Bihar,BR,Lakhisarai,2011,60.1,72.8,67.4,63,3.8,1.7,NA
Bihar,BR,Sheikhpura,2011,52.1,68.6,44.6,50,5.4,5.6,NA
Bihar,BR,Nalanda,2011,49.8,65.3,52.4,49.1,12.8,8.1,NA
Bihar,BR,Patna,2011,61.3,69.9,47.6,44.8,14.2,3.1,NA
Bihar,BR,Bhojpur,2011,84.3,83,70.2,72.6,8.5,1.9,NA
Bihar,BR,Buxar,2011,63.5,69.9,62.9,54.1,4.3,1.8,NA
